3,1,2172,63,58,51,0,0,0,0,0,2,9,1752,0,0,0,16,0,0,3,0,2,2,0,14,0,0,42,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,1742,0,10,0,0,0,25,9,0,0,0,0,6,0,0,10,0,72,3,0,0,0,0,1,0,27,0,2,0,0,106,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,35,8,0,21,0,12,0,0,5,17,12,2,1701,0,0,0,1,0,0,0,5,3,5,2,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,89,5,42,341,0,1,1,2,0,0,0,0,0,0,3596,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,2,91,349,75,84,0,4,0,0,0,9,78,536,0,0,0,41,0,4,7,0,19,3,0,51,0,0,1005,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,14,0,82,0,0,0,157,20,0,0,0,0,6,0,5,22,0,136,212,0,0,0,0,2,0,13,0,2,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,177,52,5,21,0,297,0,0,6,36,26,49,9,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,0,0,0,2,2,6,0,110,18,269,356,0,2,14,286,0,0,0,0,0,0,2725,0,0,0,0,0,0,2,0,2,0,0,0,0,0,236,708,0,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,4,733,127,242,190,0,14,2,0,0,9,258,158,0,0,0,135,0,2,21,0,4,4,0,77,0,0,199,0,4,22,0,0,0,0,26,0,0,2,0,0,0,0,84,0,68,0,0,3,60,32,0,0,0,0,8,0,6,26,0,1126,21,0,0,0,0,2,0,65,0,10,2,0,183,15,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,322,149,21,142,0,50,0,0,6,50,40,28,70,30,0,0,0,0,0,0,4,3,4,4,0,0,0,0,2,11,0,0,0,0,0,2,1,6,0,361,167,99,761,3,2,2,32,0,0,0,0,0,0,611,0,0,1,0,0,0,4,1,4,0,0,1,0,0,2,0,0,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19,3,685,140,395,2453,0,25,6,0,0,38,9,276,0,0,0,371,0,10,8,0,2,10,0,29,0,0,595,0,1,275,0,6,0,0,10,0,0,1,0,0,0,0,35,0,100,0,0,0,62,30,0,0,0,0,6,0,12,25,0,1096,23,0,0,0,0,1,0,5,0,2,0,0,1320,155,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,132,357,15,681,0,66,0,0,30,37,33,322,21,375,0,2,0,0,0,13,4,2,4,2,0,0,0,0,1,149,0,0,0,0,0,1,1,6,0,238,1339,280,3135,2,1,1,42,0,0,0,0,0,0,1073,0,0,1,0,0,0,102,44,102,0,0,24,0,0,34,32,0,43,50,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52,2,694,163,140,176,0,2,0,0,0,12,29,303,0,0,0,110,0,0,7,0,7,47,0,32,0,0,201,0,2,90,0,0,0,0,12,0,0,2,0,0,0,0,201,0,121,0,0,0,146,114,0,0,0,0,4,0,0,36,0,238,70,0,0,0,0,2,0,13,0,2,0,0,493,25,0,0,0,9,0,9,39,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,295,152,0,237,0,53,0,0,5,130,120,116,105,51,0,0,0,0,0,0,4,2,4,4,0,0,0,0,2,45,0,0,0,0,0,2,2,8,0,385,553,202,2702,0,2,4,37,0,0,0,0,0,0,986,0,0,1,0,0,0,50,48,50,0,0,48,0,0,3,10,0,50,50,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
179,1,4505,2872,831,2358,0,96,0,0,0,109,93,6701,0,0,0,434,0,90,8,0,1186,7,0,443,0,0,10543,0,1,26,0,0,0,0,10,0,0,1,0,0,0,0,3603,0,2006,0,4,0,1098,252,0,0,0,0,0,0,98,187,0,549,2278,0,0,0,0,1,0,3487,0,2,0,0,1454,34,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2137,732,108,368,0,1591,4,4,2,206,203,1087,3497,84,58,0,0,0,0,4,4,0,4,2,4,0,0,0,1,16,0,0,0,0,0,1,1,10,0,1444,292,1744,9881,0,6,93,1916,0,0,0,0,0,0,19453,0,0,1,0,0,0,26,17,25,0,0,32,0,2,19,475,0,41,33,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,2,1444,9820,180,210,0,0,0,0,0,7,58,13111,0,0,0,59,0,0,9,0,28,4,0,89,0,0,19775,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,25,0,115,0,0,0,4226,43,0,0,0,0,2,0,2,32,0,319,240,0,0,0,0,2,0,12,0,2,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,225,107,2,105,0,7975,0,0,18,51,41,56,9,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,2,2,4,0,659,29,5297,1663,0,2,16,8720,0,0,0,0,0,0,59383,0,0,0,0,0,0,39,16,39,0,0,2,0,0,7785,18366,0,9,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13,1,1150,7089,151,536,0,0,0,0,0,4,78,10004,0,0,0,40,0,0,6,0,205,4,0,157,0,0,16767,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,9,0,216,0,0,0,2880,26,0,0,0,0,2,0,1,25,0,266,257,0,0,0,0,2,0,12,0,2,0,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,315,97,1,89,0,5616,0,0,6,42,32,79,8,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,2,2,4,0,1039,111,4279,2559,0,2,200,5963,0,0,0,0,0,0,47690,0,0,0,0,0,0,7,2,7,0,0,0,0,0,6610,14931,0,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14,2,583,352,180,143,0,9,1,0,0,17,139,649,0,0,0,101,0,8,8,0,6,7,0,75,0,0,800,0,3,13,0,0,0,0,17,0,0,2,0,0,0,0,282,0,69,0,0,2,70,55,0,0,0,0,7,0,13,32,0,495,29,0,0,0,0,1,0,31,0,8,1,0,662,14,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,250,109,16,101,0,48,2,2,6,53,44,23,23,35,1,0,1,0,5,3,3,3,3,4,2,0,0,0,2,7,0,0,0,0,0,2,2,8,0,320,118,429,1744,1,5,6,19,0,0,0,0,0,0,1670,0,0,1,0,0,0,10,5,9,0,0,7,0,1,5,34,0,6,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,2,1264,1231,247,236,0,2,0,0,0,21,92,2330,0,0,0,85,0,0,13,0,25,8,0,267,0,0,2335,0,3,14,0,0,0,0,26,0,0,3,0,0,0,0,79,0,202,0,0,0,535,49,0,0,0,0,6,0,1,34,0,319,490,0,0,0,0,3,0,20,0,2,0,0,291,15,0,0,0,26,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,363,96,5,129,0,1522,4,4,7,67,54,67,48,35,3697,0,0,0,0,0,6,3,10,6,4,0,0,0,3,7,0,0,0,0,0,3,3,14,0,341,118,921,2224,0,6,38,1744,0,0,0,0,0,0,7880,0,0,1,0,0,0,4,1,3,0,0,0,0,2,964,1802,0,2,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
